#,Tracker,Status,Priority,Subject,Assignee,Updated,Description,Last notes
19765,??????,?????,??????????,?????????? ????????????? ?????? ?? ???????? ??????,KOSTIANTYN BLAGODARENKO,02/16/2023 12:24 AM,"*???? ???????????????:*

1 ??????? ????
2 ????????? ?????? ?? ???????? ??????

*????????? ????????? :* ??????????? ???????? ?? ???????? ?????? ??????????????? ? ?????
*??????????? ?????????:* ?????????? ??????????? ??????????? E-mails ??????????????? ? ?????",""
19764,??????,?????,??????,????????????? ?????????? ??????? ? ????? ????????,KOSTIANTYN BLAGODARENKO,02/16/2023 12:20 AM,"
*???? ???????????????:*

1 ??????? ????
2 ???????? ??????? ?????????? ??????? ? ????? 
3 ???????? ????? ? ??????????? ?? ????????????

*????????? ????????? :* ??????????? ?????????? ??????? ? ?????
*??????????? ?????????:*?????????? ??????????? ?????????? ??????? ? ?????",""
19763,??????,?????,???????,"???? ?????? - ?????????????? ? ""HEADER and FOOTER""",KOSTIANTYN BLAGODARENKO,02/16/2023 12:14 AM,"*???? ???????????????:*

1 ??????? ????
2 ???????? ???? ?????? ? HEADER and FOOTER
3 ????????? ??????? ???? ??????????????

????????? ????????? : ?????? ???????????? ?????????? ? ?????? ? HEADER and FOOTER
??????????? ?????????: ?? ???????????? ?????????? ? ?????? ? HEADER and FOOTER",""
19762,??????,?????,??????,?????????? ??????????? GOOGLE MAPS ? ??????? ????????,KOSTIANTYN BLAGODARENKO,02/16/2023 12:09 AM,"*???? ???????????????:*

1 ??????? ????
2 ???????? ?????? ?? ????? GOOGLE MAP

????????? ????????? : ??????? ?????? ?? ????? GOOGLE MAPS
??????????? ?????????: ?????????? ?????? ?? ????? GOOGLE MAPS",""
19761,??????,?????,??????????,"?????????? ??????????? ? ?????? ""?? ??????? ?????????? ????????? ??????????""",KOSTIANTYN BLAGODARENKO,02/15/2023 11:57 PM,"*???? ???????????????:*

1 ??????? ????
2 ????????? ?????? ?? ??????
3 ????????? ?????????? ?? ??????

*????????? ????????? :* ??????? ?????????? ?? ?????? ""?? ??????? ?????????? ????????? ??????????""
*??????????? ?????????:* ?????????? ?????????? ?? ?????? ""?? ??????? ?????????? ????????? ??????????""",""
19760,??????,?????,??????????,???????????? ??????????? ??????????? ? ????????? ???????? ????,KOSTIANTYN BLAGODARENKO,02/15/2023 11:50 PM,"*???? ???????????????:*

1 ??????? ????
2 ????????? ???????? ???????? ?????
3 ????????? ???????????? ????????????? ????

*????????? ????????? :* ???????????? ???? ???????? ????? ????????????? ? ???????? QWERTY
*??????????? ?????????:* ?? ???????????? ????????? ???????? ????",""
19759,??????,?????,??????????,??????? ?????? 404 ? ??????? ??????????,KOSTIANTYN BLAGODARENKO,02/15/2023 11:33 PM,"???? ???????????????:

1 ??????? ????
2 ????????? ?????? 404 ? ??????? ??????????
3 ???????????? ???????? ??? ??????? ???????

????????? ????????? : ?????????? ?????? 404 ? ??????? ??????????
??????????? ?????????: ??????????? ?????? 404 ? ??????? ??????????",""
19758,??????,?????,??????????,??????????? ? ????????????? ?????????? ?????? ?????,KOSTIANTYN BLAGODARENKO,02/15/2023 11:25 PM,"*???? ???????????????:*

1 ??????? ????
2 ????????? ??????? ? ?????????? ??????????? ?????
3 ????????? ??????????? ??? ?????????? ??????

*????????? ?????????* :???????????? ?????????? ?????????? ?????? ?????
*??????????? ?????????:* ?? ???????????? ?????????? ? ?????????? ?????? ?????",""
19655,??????,?????,??????,"??????????  ?????????? ? ?????? ""??? ??????? ?????????""","",02/11/2023 08:42 AM,"???? ???????????????:

1 ??????? ????
2 ??????? ????? ??????? ? ??????? 
3 ? ??????? ""???????"" ?????? ?? ?????? ""??? ???????? ?????????""

????????? ?????????:???????????? ?????????? ? ?????? ""??? ??????? ?????????""
??????????? ?????????:?? ???????????? ????????? ? ?????? ""??? ???????? ????????"",??????????? ?? ??????? ????????",""
19654,??????,?????,??????,"?????????? ????? ?????? ????????? ????????? ? ???????""????????""",Marina strakhova,02/11/2023 08:28 AM,"???? ???????????????:

1??????? ????
2 ??????? 5 ????????? ? ?????? ""????????""

????????? ?????????:????????? ???? ?????????  ? ??????? ""????????""
??????????? ?????????:?????????? ???? ????????? ? ??????? ""????????"",?????????? ?????? ?????? ???",""
19653,??????,?????,??????,"?????????? ?????????? ""????? ???????""",Marina strakhova,02/11/2023 08:17 AM,"*???? ???????????????:*

1 ??????? ???? 
2 ???????? ?? ?????? ""????????""
3 ???????? ? ??????? ""?????????"" ?? ""????????""


*????????? ?????????:???????????? ?????????? ? ""????? ???????""
??????????? ?????????:?????????? ?????????? ? ??????? ""????? ???????""",""
19652,??????,?????,??????????,"?? ???????????? ?????????? ? ? ??????? ""??????? ?????? ""?"" ?????????? ??????? ""??? ??????? ????????? ",Marina strakhova,02/11/2023 08:04 AM,"???? ???????????????:

1 ??????? ????
2 ????? ? ?????? *????????*

????????? ?????????: ????????????? ???????????? ?????????? ? ??????? *????????*? ?????????? ??????? ? ?????? ??? ??????? ?????????
??????????? ?????????:?? ???????????? ?????????? ? ??????? *????????* ? ""?????????? ???????""??? ??????? ?????????",""
19651,??????,?????,??????????,"?? ???????????? ?????????? ? ???????""??? ???"" ",Marina strakhova,02/11/2023 07:47 AM,"???? ???????????????:

1 ??????? ????
2 ????? ? ?????? ""??? ???""


????????? ?????????: ???????????? ?????????? ? ??????? ""??? ???""
??????????? ?????????:?? ???????????? ?????????? ? ??????? *??? ???*,??????????? ???? ? ??????????? *?????? ????????  *",""
19641,??????,?????,???????,"??? ???????? ?? ?????? ""??????????? ??? ?????????"" ?? ???????????? ?????? ?? ?????? ? ????????",????????? ?????????,02/10/2023 07:34 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ????????? ?? ?????? ""???????"" 
3.??????? ? ??????? ""?????? ?????????""
4.??????? ?? ???????
5 ????????? ?? ?????? ""??????????? ??? ?????????""

*????????? ?????????*:
??????? ? ?????? ??????? ""??????????? ??? ?????????"" ? ???????????? ?????? 
?????? ??????????? ??? ????????
*???????????  ?????????* :
?????????? ?????? ????????? ?????? ????? (???????, ??????? ?????,?????????? ? ?.?.)

https://gyazo.com/9b49d2cd18bd3546a939b89f6e5af4e4

https://gyazo.com/395cbf9e4253e3ecbcf1959173b09c81",""
19640,??????,?????,???????,"??? ???????? ?? ??????  ""???? ??????"" ?? ???????????? ?????? ??????????????? ?????? ? ????????",????????? ?????????,02/10/2023 07:28 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ????????? ?? ?????? ""???????"" 
3.??????? ? ??????? ""?????? ?????????""
4.??????? ?? ???????
5 ????????? ?? ?????? ""???? ??????""

*????????? ?????????*:
??????? ? ?????? ??????? ""???? ??????"" ? ???????????? ?????? ????? ????????? ??? ????????
*???????????  ?????????* :
?????????? ?????? ????????? ?????? ????? (????, ????? ??????? ? ?.?.)

https://gyazo.com/15271c18f08d0c3bf4b93bd1b262441b

https://gyazo.com/f6d82315ae0058a90b257bb233a87c61",""
19639,??????,?????,???????," ?????? ?? ?????  ""??????? ???????????"" ?? ?????????? ?????????? ?????",????????? ?????????,02/10/2023 07:20 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ????????? ?? ?????? ""???????"" 
3.??????? ? ??????? ""?????? ?????????""
4.??????? ?? ???????
5 ????????? ?? ?????? ""??????? ???????????""

*????????? ?????????*:
??????? ? ?????? ??????? ""??????? ???????????"" ? ???????????? ?????? ??????
*???????????  ?????????* :
?????????? ?????? ????????? ?????? ????? (????????, ??????? ????? ? ?.?.)

https://gyazo.com/aee9e46e919a2d73f947480df4da9413

https://gyazo.com/333773702b2916ec64eac8cb1935ed4c",""
19638,??????,?????,???????,"?? ???????? ?????? ?? ????????? ????? ""?????? ???????""",????????? ?????????,02/10/2023 07:12 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ????????? ?? ?????? ""???????"" 
3.??????? ? ??????? ""?????? ?????????""
4.??????? ?? ???????
5 ????????? ?? ?????? ""?????? ???????""

*????????? ?????????*:
??????? ? ?????? ??????? ????????? ? ???????????? ?????? ????????
*???????????  ?????????* :
?????????? ?????? ????????? ?????? ????? (?????????, ??????? ????? ? ?.?.)

https://gyazo.com/09f8876334bf3bd94b99c7515bcaf237

https://gyazo.com/fb891b43bfad6f32853a9ca6cc57db2e",""
19637,??????,?????,??????????,??????? ???? ?????? ,Yuliia Novikova,02/10/2023 07:08 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ??????? ? ""??????????"" ? ?????? ""??? ??? ????""
3) ? ??????? ""?????????"" ?????""?????? ????????? Sony PlayStation 5 825GB Horizon Forbidden West Bundle""
https://gyazo.com/8545246362fb22f045a68d3ac7559ae0


????????? ?????????: ????????? ?????????? ?????? ?????? ""?????? ????????? Sony PlayStation 5 825GB Horizon Forbidden West Bundle""
??????????? ?????????: ??????? ???? ??????
",""
19636,??????,?????,??????????,?? ?????????? ?????? ????????? ?????? ? ?????????? ???????????,Yuliia Novikova,02/10/2023 06:44 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ????????? ? ????????? ?????? ????? ?? ?????????? ?????
https://gyazo.com/127c2f4d301999629f0609a6303e5a76
https://gyazo.com/2de2a09f95bfa3bb6b266d3bef8ffd54


????????? ?????????: ?????????? ?????? ????????? ?????? ? ?????????? ???????????
??????????? ?????????: ?? ?????????? ?????? ????????? ?????? ? ?????????? ???????????",""
19635,??????,?????,??????????,"?? ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????",Yuliia Novikova,02/10/2023 06:35 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ??????? ? ?????? ""??????????"" ? ??????
3) ? ?????????? ""??????? ???????"" ??????? ""???????????? ??????? ???????""
4) ??????? ??????  ????? ?? ??????
https://gyazo.com/26af51a87e2ac61dfd8c2c844c1fde5b


????????? ?????????: ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????
??????????? ?????????: ?? ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????


",""
19634,??????,?????,???????,"??????????? ??????? ?????? "" ?????? ?? ?????? """,????????? ?????????,02/10/2023 06:33 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.???????? ? ?????? ""?????????????? ?????? ???""
3.??????? ?? ???????? ????? "" ?????? ?? ?????? ""
4.?????????? ??? ?????? ??? ???????? ?? ???????

*????????? ?????????*:
???????? ???????????? , ??????? ??????? ? ??????? ????? ???????? ?????-???? ???????
*??????????? ?????????* :
??????????? ??????? ??????

https://gyazo.com/2ab397dc1274cedf2c019ed5967365ad",""
19633,??????,?????,??????????,"?? ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????",Yuliia Novikova,02/10/2023 06:32 PM,"???? ???????????????:
1) ??????? ???? https://qwertyshop.ua/
2) ??????? ? ?????? ""??????????"" ? ??????
3) ? ?????????? "" ??????????? ???????"" ??????? ""????????""
4) ??????? ?????? ????? ?? ?????? 
https://gyazo.com/ca651a93301391a02f1638c6ddd1ae06
5) ??????? ????? ????? ?? ??????  https://gyazo.com/9a599fc7518f350a7f89913951dff883


????????? ?????????: ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????
??????????? ?????????: ?? ????????? ?????????? ?????? ?? ?????? ? ??????? ""??????????"" ? ??????",""
19632,??????,?????,??????????,"??????????? ?????????? ?????? ""?? ??????? ?????????? ????????? ??????????"" ? ??????? ""?????? ?? ??????""",????????? ?????????,02/10/2023 05:51 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.???????? ? ?????? ""?????????????? ?????? ???""
3.??????? ?? ???????? ????? "" ?????? ?? ?????? ""
4.?????? ""?? ??????? ?????????? ????????? ??????????""
5 ????????? ?? ?????? 

*????????? ?????????*:
???????? ???????????? ?? ?????? ????????? ????????? ????? ????????
*???????????  ?????????* :
???????????  ??????

https://gyazo.com/5d09797934e27814d99f6ac75c40eb38",""
19631,??????,?????,??????????,??????????? ??????? ????? ???????? ???? ??? ????????????? ??????????? UA,????????? ?????????,02/10/2023 05:42 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? ????? ???? ??????? ? ?????? ""????????""
3.??????? ?? ???????? ""???????? ??????? ?? ???????""
4.????? ???????? ? ??????? :""? ????????? ????? ????????
?? ?????? ???????????? ?? ???????? ??? ???.».
5 ????????? ?? ?????? ""??? ???""

*????????? ?????????*:
???? ???????? ???? ?????? ?? ????? ??????????? UA
*???????????  ?????????* :
???? ???????? ???? ?????? ?? ????? ??????? ???????????


https://gyazo.com/d2779e8be95920dea069ba175c79c3bd",""
19630,??????,?????,???????,"??????????? ???????? ??? ???????? ?? ?????? ""? ???""",????????? ?????????,02/10/2023 05:29 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ??????? ? ?????? ""????????""
3.????????? ?? ???????? ""???????? ?????? ?? ???????""
4.??????? ?????? ? ??????? :""? ????????? ????? ???????? 
?? ?????? ???????????? ?? ???????? ??? ???."".
5 ????????? ?? ?????? ""??? ???""

*????????? ?????????*:
??????? ? ?????? ""??? ???"" ? ????????? ???????? ? ?????,???????? ? ??????? 
*??????????? ?????????*:
???????? ?? ???????? ? *??????? 404* 

https://gyazo.com/6806ccbf0f149b80de51dd7f1eb9164c",""
19629,??????,?????,??????????,"??????????? ????? ??????? ? ????????? ""?????????? ??????""  -""?????? ????????""",Vladislava Vishnevska,02/10/2023 05:24 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????? ""?????????? ??????""
3)""?????? ????????""

https://gyazo.com/451ee567971088fcd03577c77604fd54

*????????? ?????????:* ???????????? ????? ??????? ? ????????? ""?????????? ??????""  -""?????? ????????""
*??????????? ?????????:* ??????????? ????? ??????? ? ????????? ""?????????? ??????"" - ""?????? ????????""

",""
19628,??????,?????,??????????,"??????????? ??????? ?????? "" ?????????? "" ??????????? UA ",????????? ?????????,02/10/2023 05:23 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ??????? ? ?????? ""????????""
3.????????? ?? ???????? ""???????? ?????? ?? ???????""
4.??????? ?????? ? ?????? :""???????????? ????'?????? ????????? ?????? ""?????????"", 
?? ?? ?????? ??????? ?????? ??????? ??? ??? ?????????? ??? QwertyShop"".
5 ????????? ?? ?????? ""?????????""

*????????? ?????????*:
??????? ? ?????? ""?????????"" ? ??????? ?????? ,??????? ?????????? ??? ?????? ?????????
*??????????? ?????????*:
???????? ?? ???????? ? *?????? 404* ? ??????? ?? ""??????????"" ??????????? ??????? ??????-??????

https://gyazo.com/6806ccbf0f149b80de51dd7f1eb9164c",""
19627,??????,?????,??????????,"??????????? ????? ? ?????? ?????? ?????? ? ??????? ""????????"" ??????? ""????????? ?????? ? ?????""",????????? ?????????,02/10/2023 05:08 PM,"*????*
1.????? ?? ???? https://qwertyshop.ua/
2.? Header menu ??????? ? ?????? ""????????""
3.????????? ""????????? ?????? ? ?????""
4.????? ??????? ???????? ?? ???????? ""????????""
5 ????????? ?? ?????? ""????????""

*????????? ?????????:*
??????? ????? ?????? ?????? ? ?????? ?????????? ????? ????????? ??????
*??????????? ?????????:*
??????????? ?????  ? ??????? ""????????"" ??????? ""????????? ?????? ? ?????"" *?????? 404*



https://gyazo.com/f879e2ea0abb9d02959bd9819612cb29",""
19626,??????,?????,??????????,"?? ???????? ?????? ""?????????"" ? ?????? ? ??????? ""??? ???"" ?? ???.?????? ????? ",Vladislava Vishnevska,02/10/2023 04:56 PM,"*???? ???????????????:*
1) ??????? ????
2)??????? ?? ???.?????? ?????
3)? ?????? ??????? ? ?????? ""??? ???""
4)??????? ??? ?????? ""?????????""

https://gyazo.com/aea6cc4607faa9a22ca67b59090cc836

*????????? ?????????:* ???????? ?????? ""?????????"" ? ?????? ? ??????? ""??? ???"" ?? ???.?????? ????? 
*??????????? ?????????:*  ?? ???????? ?????? ""?????????"" ? ?????? ? ??????? ""??? ???"" ?? ???.?????? ????? 

",""
19625,??????,?????,??????????,"??????????? ?????????? ? ?????? ""????-?????? GoPro : ????? ?????? ? ?????????? ???????""  ? ??????? ""?????? ?? ??????"" ",Vladislava Vishnevska,02/10/2023 04:17 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????? ""?????? ?? ??????""
3)??????? ?????? ""????-?????? GoPro : ????? ?????? ? ?????????? ???????"" 

https://gyazo.com/1f989c9b767a682301c9a0529c73f271

https://gyazo.com/f2ba02fc594e41f9ed6f79dcd2c0d035

*????????? ?????????:* ???????????? ?????????? ? ?????? ""????-?????? GoPro : ????? ?????? ? ?????????? ???????""  ? ??????? ""?????? ?? ??????"" 

*??????????? ?????????:* ??????????? ?????????? ? ?????? ""????-?????? GoPro : ????? ?????? ? ?????????? ???????""  ? ??????? ""?????? ?? ??????"" 

",""
19624,??????,?????,??????????,? ?????? ?????? ????????/???????? ????? ??????.,Anna Prokopets,02/10/2023 04:05 PM,"*???? ???????????????:*
1) ??????? ????.
2) ? ???? ????? ?????? ????? ?????? (??? ???????????).

https://gyazo.com/676a4f93080e018ce9b04f2f5b2e9c1d

*????????? ?????????:* ??? ??????????? ?????? ????? ?????? ? ????? (???????????).
*??????????? ?????????:* ???? ????????, ???? ????????/???????? ? ????? ????? ??????.",""
19623,??????,?????,??????????,"??????????? ???? ?????? ? ????????? ""??????????? ???????"",?????? ""??????? ??????????""",Vladislava Vishnevska,02/10/2023 04:03 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ???? ""?????????""
3)??????? ????????? ""??????????? ???????""
4)??????? ?????? ""??????? ??????????""

https://gyazo.com/63af698bd99d2654c9fb15030134df6f

*????????? ?????????:* ???????????? ???? ?????? ? ????????? ""??????????? ???????"",?????? ""??????? ??????????""
*??????????? ?????????:* ??????????? ???? ?????? ? ????????? ""??????????? ???????"",?????? ""??????? ??????????""",""
19622,??????,?????,??????????,"? ?????????? ?????? ????? ?????? ""????? ?????""  ? ?? ????????? ???????? ?? ???.?????.",Vladislava Vishnevska,02/10/2023 03:53 PM,"???? ???????????????:
1) ??????? ????
2)??????? ?? ???.?????? ?????
3) ??????? ?????? ""????? ?????""

https://gyazo.com/c95ad08950cb79e4042a00f25e8c1273

*????????? ?????????:* ? ?????????? ?????? ????? ?????? ""????? ?????"" ????????? ??? ???,??? ? ?????? ????? ?? ?????? ????(???).
*??????????? ?????????:* ? ?????????? ?????? ????? ?????? ""????? ?????""  ? ?? ????????? ???????? ?? ???.?????.",""
19621,??????,?????,???????,??? ??????? ??????????? ?? ???????? ??? ? ???????.,Anna Prokopets,02/10/2023 02:49 PM,"*???? ???????????????:*
1) ??????? ????.
2) ??????? ?????? ""????"" ?????? ? ??????? ? ??????? ?? ???.
3) ? ??????????? ????????? ???? ??? ??????? ""????"" ???? ?????? ""???????????"" ????????? ?? ??? ? ????????? ??????, ???? ""???????????"" ? ????.

https://gyazo.com/2b8cb86ec53bbc3c40d5025ae9461595
https://gyazo.com/ebce25d79b9bd01f559b8c68334e4d04

*????????? ?????????:* ?????? ??? ? ???????, ??? ??????????? ??????????? ????????????? ??????????????? ????????????.
*??????????? ?????????:* ??? ??????? ??????????? ?? ???????? ??? ? ???????.",""
